21 - Adjusted net enrolment rate in primary education by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2001,Both sexes,92.25,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2004,Female,93.19,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2004,Male,91.47,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:14,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2004,Both sexes,92.33,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:29,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,1995,Female,93.28,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:55,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,1995,Male,91.89,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:11,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,1995,Both sexes,92.58,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:26,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2002,Female,93.66,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2002,Male,90.97,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2002,Both sexes,92.31,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2015,Female,85.39,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2015,Male,89.71,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,710,South Africa,2015,Both sexes,87.57,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,1999,Female,86.9,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,1999,Male,85.67,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,1999,Both sexes,86.28,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2003,Female,85.05,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2003,Male,83.24,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2003,Both sexes,84.14,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2000,Female,87.35,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2000,Male,86.71,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2000,Both sexes,87.03,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,1998,Female,84.99,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,1998,Male,83.21,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,1998,Both sexes,84.1,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2001,Female,89.7,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2001,Male,88.4,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2001,Both sexes,89.05,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2002,Female,86.16,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2002,Male,84.86,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2002,Both sexes,85.51,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2012,Female,88.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2012,Male,87.15,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2012,Both sexes,88.06,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2013,Female,86,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2013,Male,84.46,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,716,Zimbabwe,2013,Both sexes,85.23,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,728,South Sudan,2011,Female,33.95,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,728,South Sudan,2011,Male,47.69,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,728,South Sudan,2011,Both sexes,40.9,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,728,South Sudan,2015,Female,27.77,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,728,South Sudan,2015,Male,36.45,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,728,South Sudan,2015,Both sexes,32.16,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,729,Sudan,2011,Female,55.57,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,729,Sudan,2011,Male,62.29,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,729,Sudan,2011,Both sexes,58.98,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,729,Sudan,2012,Female,57.75,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,729,Sudan,2012,Male,55.09,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,729,Sudan,2012,Both sexes,56.4,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2009,Female,74.37,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2009,Male,74.26,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2009,Both sexes,74.31,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2010,Female,79.18,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2010,Male,79.88,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2010,Both sexes,79.53,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,1996,Female,73.74,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:56,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,1996,Male,71.73,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:12,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,1996,Both sexes,72.73,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,1995,Female,76.19,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:55,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,1995,Male,74.02,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:11,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,1995,Both sexes,75.1,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:26,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2011,Female,78.08,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2011,Male,82.91,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2011,Both sexes,80.5,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2012,Female,78.28,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2012,Male,80.6,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2012,Both sexes,79.45,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2013,Female,75.77,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2013,Male,76.64,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2013,Both sexes,76.21,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2014,Female,76.79,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2014,Male,77.47,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2014,Both sexes,77.13,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2015,Female,75.91,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:02,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2015,Male,76.65,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:16,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,748,Swaziland,2015,Both sexes,76.28,-,-,Estimated,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:31,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,768,Togo,1999,Both sexes,88.76,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:27,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,768,Togo,2003,Female,81.03,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:57,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,768,Togo,2003,Male,97.72,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:13,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,768,Togo,2003,Both sexes,89.38,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,768,Togo,2008,Female,85.83,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:01,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,768,Togo,2008,Male,96.64,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:15,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,768,Togo,2008,Both sexes,91.24,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:30,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,768,Togo,2000,Both sexes,85.38,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:23:28,0,0,0,0,-,0
Adjusted net enrolment rate in primary education by sex,Sub-Saharan Africa,768,Togo,2005,Female,84.26,-,-,Country data,not available,Data extracted via UNESCO API on: 2018-07-31T16:22:59,0,0,0,0,-,0
